Name,Genre,Platform,Release_Season,NA_Sales_Millions,EU_Sales_Millions,Global_Sales_Millions,Developer,Original_Index,User_Score,Rating,Publisher,Steam_App_ID,Price,Year_of_Release
Castlevania: Lords of Shadow,Action,X360,Fall,0.42,0.17,0.66,Mercury Steam,3051,7.8,M,Konami Digital Entertainment,-1.0,5.25,2010.0
Farming Simulator 17,Simulation,DS,Fall,0.39,0.19,0.65,Cooking Mama Limited,3124,tbd,E,505 Games,447020.0,$11.89,2010.0
Paws & Claws: Pet Vet,Simulation,DS,Winter,0.59,0.0,0.64,Bitten Toast Games Inc.,3140,,,THQ,-1.0,$99.99,2007.0
Max Payne 2: The Fall of Max Payne,Shooter,XB,Fall,0.47,0.15,0.64,Remedy Entertainment,3135,8.4,M,Take-Two Interactive,-1.0,2.49,2003.0
Borderlands 2,Shooter,PSV,Fall,0.32,0.16,0.64,Iron Galaxy Studios,3127,7.6,M,Take-Two Interactive,-1.0,1.99,2014.0
Dishonored 2,Action,PS4,Fall,0.22,0.32,0.64,Arkane Studios,3157,7.7,M,Bethesda Softworks,-1.0,5.99,2016.0
TimeSplitters 2,Shooter,XB,Fall,0.29,0.33,0.64,Free Radical Design,3152,7.7,T,Eidos Interactive,-1.0,,2002.0
Rayman 3D,Platform,3DS,Fall,0.23,0.35,0.64,Ubisoft Casablanca,3149,6.6,E,Ubisoft,-1.0,,2011.0
Rayman 2: The Great Escape,Platform,N64,Fall,0.4,0.22,0.64,,3147,,,Ubisoft,-1.0,1.49,1999.0
NBA Live 06,Sports,XB,Fall,0.57,0.04,0.64,EA Canada,3144,6.4,E,Electronic Arts,-1.0,,2005.0
Metal Gear Solid V: The Phantom Pain,Action,PS3,Fall,0.22,0.13,0.64,"Kojima Productions, Moby Dick Studio",3136,7.2,M,Konami Digital Entertainment,-1.0,9.99,2015.0
Dishonored 2,Action,DS,Fall,0.3,0.27,0.64,Altron,3158,tbd,E,THQ,403640.0,$5.99,2009.0
Assassin's Creed IV: Black Flag,Action,PC,Fall,0.22,0.38,0.64,Ubisoft,3130,7.7,M,Ubisoft,-1.0,10.56,2013.0
Final Fantasy VII International,Role-Playing,PS,Winter,0.0,0.0,0.63,,3206,,,Square,-1.0,,1997.0
X-Men Legends II: Rise of Apocalypse,Role-Playing,PS2,Fall,0.53,0.02,0.63,Raven Software,3171,7.3,T,Activision,-1.0,,2005.0
Ghostbusters: The Video Game,Action,X360,Summer,0.43,0.14,0.63,Terminal Reality,3219,8.5,T,Atari,-1.0,$2.49,2009.0
Shin Megami Tensei: Persona 3 Portable,Role-Playing,PSP,Summer,0.18,0.06,0.63,Atlus,3209,8.3,M,Ghostlight,-1.0,,2009.0
Shin Megami Tensei: Persona 3 FES,Role-Playing,PS2,Summer,0.22,0.2,0.63,Atlus Co.,3203,8.3,M,Tecmo Koei,-1.0,,2007.0
Okami,Action,PS2,Spring,0.11,0.03,0.63,Clover Studio,3208,9.3,T,Capcom,-1.0,$8.49,2006.0
NBA Live 08,Sports,PS3,Fall,0.56,0.02,0.63,EA Canada,3181,6.8,E,Electronic Arts,-1.0,,2007.0
FIFA Soccer 2003,Sports,XB,Fall,0.2,0.4,0.63,EA Canada,3183,7.7,E,Electronic Arts,-1.0,,2002.0
Far Cry 4,Shooter,PC,Fall,0.15,0.44,0.63,Ubisoft Montreal,3186,6.7,M,Ubisoft,-1.0,5.28,2014.0
Sega Rally Revo,Racing,PS3,Fall,0.07,0.42,0.63,SEGA Racing Studio,3202,7,E,Sega,-1.0,,2007.0
XCOM: Enemy Unknown,Strategy,X360,Fall,0.36,0.21,0.62,Firaxis Games,3220,8.3,M,Take-Two Interactive,-1.0,9.99,2012.0
Prince of Persia: The Forgotten Sands,Action,X360,Spring,0.3,0.26,0.62,Ubisoft Montreal,3256,7.8,T,Ubisoft,-1.0,$2.00,2010.0
Metal Gear Solid 2: Substance,Action,XB,Fall,0.38,0.22,0.62,KCEJ,3223,8.5,M,Konami Digital Entertainment,-1.0,,
Madden NFL 07,Sports,GC,Summer,0.48,0.13,0.62,EA Tiburon,3229,9.2,E,Electronic Arts,-1.0,,2006.0
Mafia III,Action,XOne,Fall,0.28,0.29,0.62,Hangar 13,3250,4.6,M,Take-Two Interactive,-1.0,7.49,2016.0
Virtua Cop,Shooter,SAT,Fall,0.0,0.0,0.62,14 Hours Productions,3222,,,Sega,-1.0,,1995.0
Madden NFL 2002,Sports,GC,Summer,0.47,0.12,0.61,EA Sports,3314,tbd,E,Electronic Arts,-1.0,,2001.0
Half-Life 2,Shooter,XB,Fall,0.37,0.21,0.61,Valve Software,3298,8.6,M,Electronic Arts,-1.0,9.99,2005.0
Tomb Raider (2013),Action,XOne,Spring,0.35,0.21,0.61,Ezzat Studios,3309,,,Square Enix,-1.0,,2014.0
Plants vs. Zombies: Garden Warfare,Shooter,PS4,Winter,0.21,0.29,0.61,PopCap,3284,7.6,E10+,Electronic Arts,-1.0,$5.99,2014.0
Final Fantasy IV Advance,Role-Playing,GBA,Summer,0.27,0.1,0.61,TOSE,3306,7.3,E10+,Nintendo,-1.0,,2005.0
Dark Souls II,Role-Playing,PS4,Spring,0.21,0.23,0.6,,3323,,,Namco Bandai Games,-1.0,$39.99,2015.0
Muramasa: The Demon Blade,Role-Playing,Wii,Spring,0.32,0.12,0.6,Vanillaware,3356,8.7,T,Rising Star Games,-1.0,,2009.0
Okami,Action,Wii,Spring,0.43,0.09,0.6,Ready at Dawn,3361,8.9,T,Capcom,-1.0,$8.49,2008.0
Total War: Shogun 2,Sports,PS2,Spring,0.29,0.23,0.6,Kush Games,3372,tbd,E,Spike,201270.0,$6.60,2007.0
Aliens: Colonial Marines,Shooter,PS3,Winter,0.2,0.29,0.6,Gearbox Software,3328,3.6,M,Sega,-1.0,$6.72,2013.0
Front Mission,Strategy,SNES,Winter,0.0,0.0,0.6,Double Helix Games,3364,,,SquareSoft,-1.0,$17.49,1995.0
Metal Gear Solid V: Ground Zeroes,Action,PS3,Spring,0.14,0.12,0.59,Kojima Productions,3416,5.9,M,Konami Digital Entertainment,-1.0,$13.99,2014.0
Medal of Honor: Frontline,Shooter,GC,Spring,0.46,0.12,0.59,Dreamworks Games,3387,7.9,T,Electronic Arts,-1.0,,2002.0
Madden NFL 06,Sports,X360,Summer,0.54,0.0,0.59,EA Tiburon,3413,4.9,E,Electronic Arts,-1.0,,
Assassin's Creed: Brotherhood,Action,PC,Fall,0.15,0.34,0.59,Ubisoft Montreal,3404,8.2,M,Ubisoft,-1.0,4.4,2011.0
Sonic & All-Stars Racing Transformed,Racing,X360,Fall,0.2,0.33,0.58,Sonic Team,3442,,,Sega,-1.0,4.49,2012.0
Deus Ex: Human Revolution,Shooter,PC,Summer,0.25,0.25,0.58,Nixxes Software,3426,8.5,M,Square Enix,-1.0,$2.39,2011.0
Final Fantasy Anniversary Edition,Role-Playing,PSP,Winter,0.39,0.02,0.58,TOSE,3428,7.7,E10+,Square Enix,-1.0,,2007.0
NFL Blitz 2000,Sports,N64,Winter,0.55,0.02,0.58,,3482,,,Midway Games,-1.0,,1999.0
Romancing SaGa,Role-Playing,PS2,Winter,0.06,0.04,0.58,Square Enix,3434,8,E10+,Square Enix,-1.0,$7.48,2005.0
Tony Hawk's Pro Skater 4,Sports,GC,Fall,0.45,0.12,0.58,Neversoft Entertainment,3477,8.6,T,Activision,-1.0,49.99,2002.0
FIFA: Road to  World Cup 98,Sports,N64,Fall,0.15,0.39,0.58,Winning Streak Games,3456,,,Electronic Arts,-1.0,,1997.0
Call of Duty: Black Ops,Shooter,DS,Fall,0.5,0.04,0.58,n-Space,3439,6,T,Activision,-1.0,19.79,2010.0
Tom Clancy's HAWX,Action,X360,Spring,0.31,0.19,0.58,Ubisoft Romania,3451,7.3,T,Ubisoft,-1.0,,2009.0
Q*bert,Puzzle,2600,Fall,0.55,0.03,0.58,NanningsGames,3433,,,Parker Bros.,-1.0,,1982.0
Madden NFL 2002,Sports,XB,Summer,0.53,0.02,0.58,EA Sports,3486,8.1,E,Unknown,-1.0,,
Alice: Madness Returns,Role-Playing,3DS,Summer,0.28,0.0,0.58,Atlus,3453,8.3,M,Atlus,19680.0,$0.99,2013.0
Titanfall 2,Shooter,XOne,Fall,0.37,0.15,0.57,Respawn Entertainment,3508,8,M,Electronic Arts,-1.0,1.99,2016.0
Payday 2,Strategy,PS,Summer,0.0,0.0,0.57,,3496,,,Namco Bandai Games,218620.0,$2.18,2000.0
Disgaea 4: A Promise Unforgotten,Role-Playing,PS3,Winter,0.27,0.11,0.57,Nippon Ichi Software,3528,7.8,T,Nippon Ichi Software,224600.0,,2011.0
Tomb Raider: Anniversary,Action,PSP,Summer,0.21,0.22,0.57,Crystal Dynamics,3544,8.2,T,Eidos Interactive,-1.0,$0.98,2007.0
XCOM: Enemy Unknown,Strategy,PS3,Fall,0.24,0.23,0.57,Firaxis Games,3499,8.2,M,Take-Two Interactive,-1.0,9.99,2012.0
Tony Hawk's Pro Skater 4,Sports,GBA,Fall,0.41,0.15,0.57,Vicarious Visions,3492,8.8,E,Activision,-1.0,49.99,2002.0
Payday 2,Shooter,X360,Summer,0.33,0.19,0.57,Overkill Software,3495,6.3,M,505 Games,-1.0,$2.18,2013.0
Madden NFL 06,Sports,GC,Summer,0.44,0.11,0.57,EA Sports,3506,8.5,E,Electronic Arts,-1.0,,2005.0
Pro Evolution Soccer 2012,Action,PSP,Fall,0.1,0.11,0.57,Konami,3534,6.3,E,Konami Digital Entertainment,-1.0,,2011.0
Petz Dogz 2,Simulation,PS2,Winter,0.28,0.21,0.56,Ubisoft,3574,tbd,E,Ubisoft,-1.0,,2007.0
Quantum Break,Action,XOne,Spring,0.3,0.2,0.56,Remedy Entertainment,3606,6.8,M,Microsoft Game Studios,-1.0,$12.99,2016.0
Tom Clancy's HAWX,Action,PS3,Spring,0.21,0.22,0.56,Ubisoft Romania,3576,8.1,T,Ubisoft,-1.0,,2009.0
Odin Sphere,Role-Playing,PS2,Spring,0.23,0.18,0.56,Vanilla Ware,3552,8.6,T,Square Enix,-1.0,,2007.0
Middle-Earth: Shadow of Mordor,Action,PS3,Fall,0.2,0.26,0.56,Behaviour Interactive,3609,3.4,M,Warner Bros. Interactive Entertainment,-1.0,$19.99,2014.0
Tales of Zestiria,Role-Playing,PS3,Winter,0.05,0.07,0.56,"Namco Bandai Games, Bandai Namco Games",3550,8,T,Namco Bandai Games,-1.0,$4.12,2015.0
Fatal Fury Special,Fighting,SNES,Fall,0.0,0.0,0.56,SNK CORPORATION,3601,,,Takara,-1.0,$1.79,1994.0
Resident Evil 2,Action,N64,Winter,0.39,0.09,0.56,,3585,,,Virgin Interactive,-1.0,$9.99,1999.0
Quantum Break,Puzzle,PSP,Fall,0.17,0.24,0.56,Awesome Studios,3607,6.6,E,Ignition Entertainment,474960.0,$12.99,2005.0
Cabela's Big Game Hunter 2005 Adventures,Sports,PS2,Fall,0.28,0.21,0.56,Sand Grain Studios,3570,8.4,T,Activision,-1.0,,2004.0
Classic NES Series: Dr. Mario,Puzzle,GBA,Summer,0.31,0.11,0.56,Nintendo,3562,7.5,E,Nintendo,-1.0,,2004.0
True Crime: Streets of LA,Action,GC,Fall,0.44,0.11,0.56,Exakt,3551,7.3,M,Activision,-1.0,,2003.0
Star Wars: Dark Forces,Shooter,PS,Spring,0.31,0.21,0.55,"Nightdive Studios, LucasArts",3646,,,LucasArts,-1.0,$5.99,1996.0
Mortal Kombat 3,Fighting,PS,Spring,0.29,0.2,0.55,,3665,,,Sony Computer Entertainment,-1.0,$1.49,1995.0
Turok: Evolution,Shooter,XB,Fall,0.39,0.14,0.55,Acclaim,3667,6.7,M,Acclaim Entertainment,-1.0,,2002.0
Rayman Origins,Platform,Wii,Fall,0.21,0.27,0.55,UBlart Montpellier,3649,8.3,E10+,Ubisoft,-1.0,$5.28,2011.0
Tony Hawk's Pro Skater 3,Sports,XB,Fall,0.34,0.18,0.55,Neversoft Entertainment,3642,8.4,T,Activision,-1.0,$49.99,2002.0
Metal Gear Solid 3: Subsistence,Action,PS2,Fall,0.34,0.01,0.55,Aspect,3623,9.3,M,Konami Digital Entertainment,-1.0,,2005.0
Rayman Origins,Platform,PSV,Fall,0.12,0.33,0.54,UBlart Montpellier,3696,8.4,E10+,Ubisoft,-1.0,$5.28,2012.0
Spec Ops: The Line,Shooter,PS3,Summer,0.19,0.23,0.54,Yager,3682,8,M,Take-Two Interactive,-1.0,,2012.0
FIFA Soccer 07,Sports,XB,Fall,0.16,0.35,0.54,,3686,,,Electronic Arts,-1.0,,2006.0
Spec Ops: The Line,Platform,XB,Summer,0.4,0.12,0.54,Heavy Iron Studios,3683,8.5,E,THQ,50300.0,,2004.0
Gauntlet Legends,Action,N64,Fall,0.43,0.1,0.54,,3707,,,Midway Games,-1.0,,1999.0
Romance of the Three Kingdoms IV: Wall of Fire,Strategy,SNES,Winter,0.0,0.0,0.53,"KOEI TECMO GAMES CO., LTD.",3772,,,Tecmo Koei,-1.0,,1994.0
Bulletstorm,Shooter,PS3,Winter,0.23,0.2,0.53,"Epic Games, People Can Fly",3812,7.7,M,Electronic Arts,-1.0,$29.99,2011.0
Tatsunoko vs. Capcom: Ultimate All-Stars,Fighting,Wii,Winter,0.3,0.15,0.53,Eighting,3752,8.8,T,Capcom,-1.0,,2010.0
NASCAR 09,Racing,PS2,Summer,0.26,0.2,0.53,EA Tiburon,3764,7.9,E,Electronic Arts,-1.0,,2008.0
Batman: Arkham City,Action,PC,Fall,0.16,0.28,0.53,Rocksteady Studios,3803,8.6,T,Warner Bros. Interactive Entertainment,-1.0,$15.99,2011.0
Peter Jackson's King Kong: The Official Game of the Movie,Action,XB,Fall,0.34,0.17,0.53,Ubisoft Montpellier,3775,8.5,T,Ubisoft,-1.0,,2005.0
Tony Hawk's Pro Skater 3,Sports,GBA,Fall,0.37,0.14,0.52,Vicarious Visions,3864,8,E,Activision,-1.0,$49.99,2002.0
Mystery Dungeon: Shiren the Wanderer,Role-Playing,DS,Winter,0.17,0.0,0.52,ChunSoft,3823,8.2,E,Sega,-1.0,,2006.0
Tomb Raider: Legend,Action,PS2,Spring,0.25,0.19,0.52,Crystal Dynamics,3851,7.1,T,Eidos Interactive,-1.0,$0.97,2006.0
Madden NFL 07,Sports,PS3,Summer,0.47,0.0,0.52,EA Tiburon,3838,4.2,E,Electronic Arts,-1.0,,2006.0
Metal Gear Solid 2: Substance,Action,PS2,Fall,0.18,0.14,0.52,KCEJ,3830,9,M,Konami Digital Entertainment,-1.0,,2002.0
Disgaea 3: Absence of Justice,Role-Playing,PS3,Winter,0.33,0.03,0.52,Nippon Ichi Software,3863,7.5,T,Square Enix,-1.0,,2008.0
Michael Jackson: The Experience,Misc,PS3,Fall,0.25,0.19,0.52,Ubisoft Montreal,3818,8.4,E10+,Ubisoft,-1.0,,2011.0
NBA Live 08,Sports,X360,Fall,0.47,0.0,0.52,EA Canada,3832,5.3,E,Electronic Arts,-1.0,,2007.0
My Word Coach,Misc,Wii,Fall,0.46,0.01,0.51,Ubisoft,3932,tbd,E,Ubisoft,-1.0,,2007.0
Pro Evolution Soccer 2010,Sports,Wii,Fall,0.12,0.27,0.51,Konami,3911,8.4,E,Konami Digital Entertainment,-1.0,,2009.0
Sonic & All-Stars Racing Transformed,Racing,WiiU,Fall,0.19,0.26,0.51,Sonic Team,3879,,,Sega,-1.0,$10.49,2012.0
International Track & Field,Sports,PS,Spring,0.08,0.05,0.51,Rockstar Games,3886,,,Konami Digital Entertainment,-1.0,,1996.0
Dishonored,Action,PC,Fall,0.26,0.19,0.51,Arkane Studios,3919,,,Bethesda Softworks,-1.0,$8.39,2012.0
Madden NFL 2004,Sports,GC,Summer,0.4,0.1,0.51,EA Tiburon,3889,7.7,E,Electronic Arts,-1.0,,2003.0
Dragon Age: Origins,Role-Playing,PC,Fall,0.0,0.46,0.51,BioWare,3915,8.6,M,Electronic Arts,-1.0,$5.99,2009.0
Naruto Shippuden: Ultimate Ninja Storm 3,Fighting,X360,Spring,0.29,0.16,0.51,CyberConnect2,3921,7.7,T,Namco Bandai Games,-1.0,$10.00,2013.0
IL-2 Sturmovik: Birds of Prey,Simulation,X360,Fall,0.23,0.23,0.51,Gaijin Entertainment,3897,8.4,T,505 Games,-1.0,,2009.0
DC Universe Online,Misc,DS,Fall,0.0,0.0,0.51,Dimensional Ink Games,3895,,,Nintendo,24200.0,,2008.0
Alien: Isolation,Shooter,XOne,Fall,0.22,0.24,0.51,Creative Assembly,3909,7.8,M,Sega,-1.0,$8.80,2014.0
Hitman: Blood Money,Action,PS2,Spring,0.25,0.19,0.5,Io Interactive,3954,8.4,M,Eidos Interactive,-1.0,$0.92,2006.0
Major League Baseball 2K12,Sports,X360,Spring,0.47,0.0,0.5,Visual Concepts,3980,6.4,E,Take-Two Interactive,-1.0,,2012.0
Sonic Riders,Racing,PS2,Winter,0.42,0.02,0.5,Sonic Team,3938,7.2,E,Sega,-1.0,,2006.0
Rooms: The Main Building,Adventure,DS,Summer,0.1,0.34,0.5,HandMade Game,3981,tbd,E,Nintendo,-1.0,$9.99,2010.0
Chopper Command,Shooter,2600,Summer,0.47,0.03,0.5,"Antimatter Games, Tripwire Interactive",3956,,,Activision,-1.0,,1982.0
Tomb Raider: Anniversary,Action,PS2,Summer,0.41,0.02,0.5,Crystal Dynamics,3998,8.2,T,Eidos Interactive,-1.0,$0.98,2007.0
Final Fantasy II Anniversary Edition,Role-Playing,PSP,Winter,0.36,0.02,0.5,TOSE,3962,7.1,T,Square Enix,-1.0,,2007.0
Bully: Scholarship Edition,Action,Wii,Fall,0.17,0.28,0.5,Rockstar Toronto,3943,8.4,T,Take-Two Interactive,-1.0,$5.24,2008.0
Pro Evolution Soccer 2012,Action,X360,Fall,0.1,0.34,0.5,Konami,3961,6.6,E,Konami Digital Entertainment,-1.0,,2011.0
Rayman Advance,Platform,GBA,Fall,0.36,0.13,0.5,Digital Eclipse,3994,8.4,E,Ubisoft,-1.0,,2001.0
Hitman: Blood Money,Misc,PS2,Spring,0.25,0.19,0.5,Zoe Mode,3955,tbd,E,Disney Interactive Studios,6860.0,$0.92,2008.0
SimCity 2000,Simulation,SNES,Winter,0.0,0.0,0.49,"Gremlin Interactive, Interplay Entertainment",4066,,,THQ,-1.0,$1.49,1995.0
Cars Mater-National Championship,Racing,Wii,Fall,0.46,0.0,0.49,Incinerator Games,4011,6.7,E,THQ,-1.0,$17.59,2007.0
Sonic & All-Stars Racing Transformed,Racing,PS3,Fall,0.08,0.3,0.49,Sonic Team,4054,,,Sega,-1.0,$10.49,2012.0
Middle-Earth: Shadow of Mordor,Action,X360,Fall,0.28,0.16,0.49,Behaviour Interactive,4049,4.6,M,Warner Bros. Interactive Entertainment,-1.0,$19.99,2014.0
Pac-Man World 2,Action,XB,Winter,0.36,0.11,0.49,Namco,4061,tbd,E,Namco Bandai Games,-1.0,,2002.0
Metal Gear Rising: Revengeance,Action,X360,Winter,0.3,0.14,0.48,PlatinumGames,4109,7.8,M,Konami Digital Entertainment,-1.0,$16.49,2013.0
Rock Band 4,Misc,XOne,Fall,0.38,0.04,0.47,Harmonix Music Systems,4141,6.4,T,Harmonix Music Systems,-1.0,,2015.0
WipEout,Action,PS,Fall,0.26,0.18,0.47,Rama Studio,4144,,,Psygnosis,-1.0,$9.99,1995.0
Need for Speed Carbon,Racing,XB,Fall,0.35,0.1,0.47,EA Canada,4175,7.4,E10+,Electronic Arts,-1.0,,2006.0
Kong: The 8th Wonder of the World,Action,GBA,Fall,0.33,0.12,0.47,Ubisoft,4199,tbd,E10+,Ubisoft,-1.0,,2005.0
Gauntlet Legends,Action,PS,Fall,0.26,0.18,0.47,,4142,,,Midway Games,-1.0,,2000.0
Tomb Raider: Legend,Action,PSP,Spring,0.09,0.24,0.46,Buzz Monkey,4273,7.9,T,Eidos Interactive,-1.0,$0.97,2006.0
Disney Infinity 3.0,Action,WiiU,Summer,0.21,0.21,0.46,"Avalanche Software, Heavy Iron Studios",4258,,,Disney Interactive Studios,-1.0,$24.87,2015.0
Lego Batman 3: Beyond Gotham,Action,WiiU,Fall,0.21,0.21,0.45,TT Games,4331,7,E10+,Warner Bros. Interactive Entertainment,-1.0,$3.90,2014.0
Shin Megami Tensei: Persona 3,Role-Playing,PS2,Summer,0.22,0.03,0.45,Atlus Co.,4333,8.4,M,Tecmo Koei,-1.0,,2006.0
Red Faction: Armageddon,Action,PS2,Summer,0.22,0.17,0.45,,4325,,,THQ,55110.0,$1.99,2003.0
Phantasy Star Online Episode I & II,Role-Playing,GC,Winter,0.23,0.06,0.45,InterAction studios,4288,,,Infogrames,-1.0,,2002.0
Sega Rally Revo,Racing,X360,Fall,0.12,0.28,0.45,SEGA Racing Studio,4342,7.2,E,Sega,-1.0,,2007.0
Wolfenstein: The New Order,Shooter,PC,Spring,0.13,0.29,0.45,MachineGames,4364,8.2,M,Bethesda Softworks,-1.0,$4.99,2014.0
Disney Infinity 3.0,Action,PS3,Summer,0.16,0.21,0.45,"Avalanche Software, Heavy Iron Studios",4362,,,Disney Interactive Studios,-1.0,$24.87,2015.0
Fatal Fury 2,Fighting,SNES,Winter,0.0,0.0,0.45,SNK CORPORATION,4326,,,Takara,-1.0,$1.79,1993.0
Lego Batman 3: Beyond Gotham,Action,3DS,Fall,0.21,0.2,0.45,TT Games,4306,6.4,E10+,Warner Bros. Interactive Entertainment,-1.0,$3.90,2014.0
Star Wars Jedi Knight: Jedi Academy,Shooter,XB,Fall,0.34,0.1,0.45,Vicarious Visions,4308,8.7,T,Activision,-1.0,$8.46,2003.0
Major League Baseball 2K6,Sports,PS2,Spring,0.37,0.01,0.44,Kush Games,4378,5.2,E,Spike,-1.0,,2006.0
World Soccer Winning Eleven 9,Sports,XB,Summer,0.06,0.33,0.44,KCET,4381,7.9,E,Konami Digital Entertainment,-1.0,,2005.0
Petz: Catz 2,Simulation,Wii,Winter,0.4,0.01,0.44,Ubisoft,4409,5.8,E,Ubisoft,-1.0,,2007.0
DmC: Devil May Cry,Action,X360,Winter,0.26,0.12,0.44,Ninja Theory,4435,5.1,M,Capcom,-1.0,$6.38,2013.0
TimeSplitters 2,Shooter,GC,Fall,0.34,0.09,0.44,Free Radical Design,4443,9,T,Eidos Interactive,-1.0,,2002.0
Naruto Shippuden: Ultimate Ninja Storm Generations,Fighting,X360,Winter,0.26,0.14,0.44,"CyberConnect2, Racjin",4390,7.2,T,Namco Bandai Games,-1.0,,2012.0
X-Men Legends II: Rise of Apocalypse,Role-Playing,XB,Fall,0.3,0.12,0.44,Raven Software,4389,8.7,T,Activision,-1.0,,2005.0
Duke Nukem 64,Shooter,N64,Winter,0.35,0.08,0.44,F-Games,4419,,,GT Interactive,-1.0,,1997.0
Wolfenstein: The New Order,Shooter,PS3,Spring,0.14,0.21,0.44,MachineGames,4391,7.1,M,Bethesda Softworks,-1.0,$4.99,2014.0
Naruto Shippuden: Ultimate Ninja Storm Revolution,Fighting,PS3,Fall,0.15,0.14,0.43,CyberConnect2,4490,7.5,T,Namco Bandai Games,-1.0,$8.29,2014.0
NiGHTS into dreams...,Platform,SAT,Summer,0.0,0.0,0.43,ZonelyGames,4484,,,Sega,-1.0,,1996.0
Lego Batman 3: Beyond Gotham,Action,XOne,Fall,0.23,0.17,0.43,TT Games,4494,7.1,E10+,Warner Bros. Interactive Entertainment,-1.0,$3.90,2014.0
Payday 2,Shooter,PS3,Summer,0.22,0.14,0.43,Overkill Software,4505,6.2,M,505 Games,-1.0,$2.18,2013.0
Madden NFL 2002,Sports,N64,Summer,0.41,0.02,0.43,,4474,,,Electronic Arts,-1.0,,2001.0
Max Payne 3,Shooter,PC,Spring,0.16,0.22,0.43,Rockstar Studios,4526,7.6,M,Take-Two Interactive,-1.0,$5.99,2012.0
Ghostbusters: The Video Game,Action,PS2,Summer,0.15,0.04,0.43,War Drum Studios,4510,8.7,E10+,Atari,-1.0,$2.49,2009.0
Metro: Last Light,Action,PS3,Spring,0.14,0.18,0.42,4A Games,4622,8.2,,Deep Silver,-1.0,$1.99,2013.0
Spec Ops: The Line,Shooter,X360,Summer,0.21,0.17,0.42,Yager,4634,8.2,M,Take-Two Interactive,-1.0,,2012.0
NBA Live 06,Sports,PSP,Fall,0.39,0.0,0.42,EA Canada,4608,7.6,E,Electronic Arts,-1.0,,2005.0
Batman: Arkham Origins Blackgate,Action,PSV,Fall,0.16,0.17,0.42,Armature Studio,4576,6.8,T,Warner Bros. Interactive Entertainment,-1.0,$3.12,2013.0
Atelier Totori: The Adventurer of Arland,Role-Playing,PS3,Summer,0.12,0.06,0.42,Gust,4552,6.7,T,Nippon Ichi Software,-1.0,$39.99,2010.0
Dragon Quest X,Role-Playing,WiiU,Summer,0.0,0.0,0.41,Square Enix,4753,,,Square Enix,-1.0,$27.49,2013.0
Quake II,Shooter,PS,Winter,0.23,0.16,0.41,,4666,,,Activision,-1.0,$3.99,1998.0
Terraria,Action,PS3,Spring,0.07,0.2,0.41,Engine Software,4685,7.9,T,505 Games,-1.0,$9.18,2013.0
BioShock,Shooter,PC,Summer,0.01,0.39,0.41,"Irrational Games, 2K Marin",4710,8.5,M,Take-Two Interactive,-1.0,$16.79,2007.0
Marvel: Ultimate Alliance 2,Role-Playing,PS2,Fall,0.23,0.02,0.41,n-Space,4734,4.6,T,Activision,-1.0,,2009.0
Cars: Mater-National Championship,Racing,PS3,Fall,0.37,0.01,0.41,Rainbow Studios,4705,4.8,E,THQ,-1.0,$17.59,2007.0
FIFA 14,Sports,PSV,Fall,0.08,0.23,0.41,EA Canada,4699,1.8,E,Electronic Arts,-1.0,,2013.0
Tom Clancy's Rainbow Six: Lockdown,Shooter,XB,Fall,0.26,0.13,0.41,"Red Storm Entertainment, Ubisoft Montreal",4671,6.6,M,Ubisoft,-1.0,$2.50,2005.0
Zone of the Enders: The 2nd Runner,Simulation,PS2,Winter,0.15,0.12,0.41,KCEJ,4655,8.9,M,Konami Digital Entertainment,-1.0,$29.99,2003.0
Harvest Moon: Save the Homeland,Simulation,PS2,Summer,0.19,0.15,0.4,Victor Interactive Software,4848,8.8,E,Unknown,-1.0,,
Ghostbusters: The Video Game,Action,DS,Summer,0.24,0.12,0.4,Zen Studios,4846,6,E,Atari,-1.0,$2.49,2009.0
The Wonderful 101,Action,WiiU,Summer,0.19,0.1,0.4,PlatinumGames,4793,8.5,T,Nintendo,-1.0,$17.99,2013.0
Mystery Dungeon: Shiren the Wanderer,Role-Playing,SNES,Winter,0.0,0.0,0.4,"Spike Chunsoft Co., Ltd.",4835,,,ChunSoft,-1.0,,1995.0
Tales of Zestiria,Role-Playing,PS4,Winter,0.17,0.15,0.4,Bandai Namco Games,4770,6.8,T,Namco Bandai Games,-1.0,$4.12,2015.0
FIFA 14,Sports,PC,Fall,0.01,0.36,0.4,EA Canada,4809,4.6,E,Electronic Arts,-1.0,,2013.0
Hot Wheels: Beat That!,Racing,PS2,Fall,0.2,0.15,0.4,Eutechnyx,4811,tbd,E,Activision,-1.0,,2007.0
Marvel: Ultimate Alliance,Role-Playing,Wii,Fall,0.36,0.0,0.4,Vicarious Visions,4817,7.3,T,Activision,-1.0,,2006.0
LEGO Harry Potter: Years 5-7,Action,3DS,Fall,0.18,0.19,0.4,Traveller's Tales,4818,6.5,E10+,Warner Bros. Interactive Entertainment,-1.0,$3.12,
The Darkness II,Platform,PS2,Winter,0.19,0.15,0.39,Eurocom Entertainment Software,4933,8,E10+,Vivendi Games,67370.0,$21.99,2006.0
The Sims 2,Simulation,GBA,Fall,0.28,0.1,0.39,Maxis,4934,7.5,E10+,Electronic Arts,-1.0,$29.99,2005.0
Monopoly Streets,Misc,PS3,Winter,0.16,0.17,0.39,Electronic Arts,4924,6.1,E,Electronic Arts,-1.0,,2010.0
